Image,Type,Augmented
data/img_processed/corpus_regnum_ignis_5881523a.jpg,vesta,Original
data/img_processed/tempus_benignus_color_b0cc40fc.jpg,vesta,Original
data/img_processed/fides_umbra_voluptas_385a807f.jpg,vesta,Original
data/img_processed/chorus_salus_prudentia_87e06dbf.jpg,vesta,Original
data/img_processed/cantus_fides_terra_b26535eb.jpg,vesta,Original
data/img_processed/clarus_caelum_decorus_4341ebfa.jpg,vesta,Original
data/img_processed/fortitudo_benignus_bellum_5a69fe2f.jpg,vesta,Original
data/img_processed/color_amicitia_clarus_baf6d6f2.jpg,vesta,Original
data/img_processed/cantus_concordia_clarus_73035b90.jpg,vesta,Original
data/img_processed/gloria_aer_imperium_7bb5c56c.jpg,vesta,Original
data/img_processed/prudentia_arbor_amicitia_2934ae99.jpg,vesta,Original
data/img_processed/ars_statera_tempus_361428c8.jpg,vesta,Original
data/img_processed/fortitudo_audacia_pulcher_5241c519.jpg,vesta,Original
data/img_processed/sonus_cantus_memoria_6ffeda43.jpg,vesta,Original
data/img_processed/flos_gloria_regnum_fb2a255b.jpg,vesta,Original
data/img_processed/scientia_sol_dignitas_fe228839.jpg,vesta,Original
data/img_processed/celeritas_figura_stella_d231e5e2.jpg,vesta,Original
data/img_processed/celeritas_fides_terra_394604a9.jpg,vesta,Original
data/img_processed/amicitia_regnum_voluntas_5309214c.jpg,vesta,Original
data/img_processed/ratio_luna_formosus_d1f7fa2d.jpg,vesta,Original
data/img_processed/amicitia_amor_ratio_b81c88fb.jpg,vesta,Original
data/img_processed/honestas_umbra_ars_06194027.jpg,vesta,Original
data/img_processed/mens_sensus_labor_fd03bcb9.jpg,vesta,Original
data/img_processed/tempus_pulcher_virtus_e052ae88.jpg,vesta,Original
data/img_processed/spiritus_figura_victoria_59d342b0.jpg,vesta,Original
data/img_processed/victoria_aura_audacia_4842c70a.jpg,vesta,Original
data/img_processed/pluvia_constantia_fides_13c7730b.jpg,vesta,Original
data/img_processed/flos_arbor_fides_ae944315.jpg,vesta,Original
data/img_processed/furor_arbor_gemma_c4e60908.jpg,vesta,Original
data/img_processed/ars_mens_ignobilis_c2b1d267.jpg,vesta,Original
data/img_processed/nubes_ignis_arbor_058e75db.jpg,vesta,Original
data/img_processed/flos_decorus_vita_e3f1f76a.jpg,vesta,Original
data/img_processed/dexteritas_veritas_honor_0ea92f2b.jpg,vesta,Original
data/img_processed/natura_celeritas_fama_4775b7c8.jpg,vesta,Original
data/img_processed/fortitudo_natura_color_18f275af.jpg,vesta,Original
data/img_processed/honestas_lex_natura_e338467e.jpg,vesta,Original
data/img_processed/gravis_pax_imago_2e457849.jpg,vesta,Original
data/img_processed/dignitas_vigor_ordo_9a56cbce.jpg,vesta,Original
data/img_processed/terra_salus_arbor_c55cd96a.jpg,vesta,Original
data/img_processed/sensus_spiritus_regnum_27bca227.jpg,vesta,Original
data/img_processed/ordo_imperium_fortis_e9f0b554.jpg,vesta,Original
data/img_processed/cantus_serenus_pulcher_59704259.jpg,vesta,Original
data/img_processed/fortis_clarus_memoria_d1c9b0db.jpg,vesta,Original
data/img_processed/sapor_nix_spiritus_3ddca2aa.jpg,vesta,Original
data/img_processed/fortis_sapor_audacia_1398191b.jpg,vesta,Original
data/img_processed/prudentia_ignis_dexteritas_1a3776fa.jpg,vesta,Original
data/img_processed/dignitas_audacia_lex_caef18ac.jpg,vesta,Original
data/img_processed/ratio_color_fama_c7041d09.jpg,vesta,Original
data/img_processed/caligo_veritas_spes_2846e315.jpg,vesta,Original
data/img_processed/nix_fulgor_mors_66d2e151.jpg,vesta,Original
data/img_processed/levis_labor_honor_d67db738.jpg,vesta,Original
data/img_processed/scientia_pulcher_flamma_bf13dbaf.jpg,vesta,Original
data/img_processed/tempestas_ratio_lex_2704155e.jpg,vesta,Original
data/img_processed/figura_spiritus_celeritas_b00552b0.jpg,vesta,Original
data/img_processed/prudentia_ventus_scientia_d6fdee29.jpg,vesta,Original
data/img_processed/levis_color_formosus_a2fffee2.jpg,vesta,Original
data/img_processed/vigor_vita_iustitia_1fbf46df.jpg,vesta,Original
data/img_processed/fides_sapientia_verbum_b5779eec.jpg,vesta,Original
data/img_processed/statera_formosus_figura_bdb4325e.jpg,vesta,Original
data/img_processed/voluptas_herba_labor_b929b979.jpg,vesta,Original
data/img_processed/sol_lux_chorus_822bfb0d.jpg,vesta,Original
data/img_processed/fortuna_imago_altus_ad8a7d9b.jpg,vesta,Original
data/img_processed/spes_ars_sapientia_54dcf026.jpg,vesta,Original
data/img_processed/verbum_vigor_herba_1c0b671e.jpg,vesta,Original
data/img_processed/salus_gravis_veritas_850752eb.jpg,vesta,Original
data/img_processed/sapientia_natura_imber_788232e1.jpg,vesta,Original
data/img_processed/amor_fortitudo_gloria_d631f35e.jpg,vesta,Original
data/img_processed/sonus_fortuna_ars_64fa3900.jpg,vesta,Original
data/img_processed/ventus_decorus_bellum_ec652d45.jpg,vesta,Original
data/img_processed/claritas_sol_nubes_c37139ba.jpg,vesta,Original
data/img_processed/mens_imber_clarus_52b9f0de.jpg,vesta,Original
data/img_processed/fortitudo_altus_decorus_6036718b.jpg,vesta,Original
data/img_processed/benignus_prudentia_sol_6c572cc7.jpg,vesta,Original
data/img_processed/lux_fulgor_furor_a72e1700.jpg,vesta,Original
data/img_processed/ordo_libertas_virtus_53bf1ac8.jpg,aureus,Original
data/img_processed/clarus_natura_victoria_ecb1bcb1.jpg,aureus,Original
data/img_processed/caligo_fortis_amor_593d15ce.jpg,aureus,Original
data/img_processed/corpus_statera_constantia_c3ea5e83.jpg,aureus,Original
data/img_processed/fortitudo_amicitia_fortis_bc1168f5.jpg,aureus,Original
data/img_processed/constantia_herba_nobilitas_062d2d6b.jpg,aureus,Original
data/img_processed/ventus_vita_concordia_71f72eee.jpg,aureus,Original
data/img_processed/ventus_imago_pulcher_70604e73.jpg,aureus,Original
data/img_processed/terra_bellum_honestas_87309134.jpg,aureus,Original
data/img_processed/flos_chorus_arbor_d2098162.jpg,aureus,Original
data/img_processed/altus_decorus_terra_29627420.jpg,aureus,Original
data/img_processed/aura_veritas_aqua_4bc8dfec.jpg,aureus,Original
data/img_processed/concordia_salus_mors_ff2ddf82.jpg,aureus,Original
data/img_processed/pluvia_celeritas_memoria_baa903fc.jpg,aureus,Original
data/img_processed/lex_levis_imago_a55e51f5.jpg,aureus,Original
data/img_processed/nobilitas_herba_ignobilis_243b8d2c.jpg,aureus,Original
data/img_processed/fulgor_figura_fortuna_62dc1422.jpg,aureus,Original
data/img_processed/voluptas_concordia_stella_98eaee31.jpg,aureus,Original
data/img_processed/clarus_sol_ordo_b3509a5b.jpg,aureus,Original
data/img_processed/triumphus_bellum_voluntas_6834069a.jpg,aureus,Original
data/img_processed/pax_honestas_voluptas_a9e42089.jpg,aureus,Original
data/img_processed/ignobilis_ventus_tempus_b0a47dad.jpg,aureus,Original
data/img_processed/victoria_amicitia_prudentia_772cf79c.jpg,aureus,Original
data/img_processed/aer_pulcher_serenus_f5cadcf5.jpg,aureus,Original
data/img_processed/honor_scientia_altus_f4b234fa.jpg,aureus,Original
data/img_processed/verbum_luna_arbor_be70353f.jpg,aureus,Original
data/img_processed/aer_salus_mors_a65ba262.jpg,aureus,Original
data/img_processed/fulgor_herba_imber_219b0176.jpg,aureus,Original
data/img_processed/dignitas_natura_verus_16fb7914.jpg,aureus,Original
data/img_processed/audacia_honestas_scientia_5d13bc10.jpg,aureus,Original
data/img_processed/nubes_verus_fortis_96a50682.jpg,aureus,Original
data/img_processed/sol_fulgor_fides_2ed786ae.jpg,aureus,Original
data/img_processed/victoria_caligo_altus_14ea7ce2.jpg,aureus,Original
data/img_processed/lex_bellum_sol_2ef3d7ba.jpg,aureus,Original
data/img_processed/constantia_oratio_iustitia_007ce9f2.jpg,aureus,Original
data/img_processed/nobilitas_triumphus_concordia_b5baea30.jpg,aureus,Original
data/img_processed/flamma_arbor_meritum_d9c70773.jpg,aureus,Original
data/img_processed/levis_sol_regnum_8f8c94d9.jpg,aureus,Original
data/img_processed/aer_victoria_formosus_5037e1c6.jpg,aureus,Original
data/img_processed/nix_levis_imperium_3658bf8c.jpg,aureus,Original
data/img_processed/verus_victoria_pulcher_702bf578.jpg,aureus,Original
data/img_processed/ars_natura_cantus_a20f54bf.jpg,aureus,Original
data/img_processed/oratio_dignitas_fides_309bb637.jpg,aureus,Original
data/img_processed/ignis_voluptas_altus_4b686212.jpg,aureus,Original
data/img_processed/caligo_labor_anima_ba510fe2.jpg,aureus,Original
data/img_processed/figura_cantus_veritas_418dcfe3.jpg,aureus,Original
data/img_processed/libertas_ordo_ignis_521c5aa4.jpg,aureus,Original
data/img_processed/clarus_imber_sapientia_fca5a321.jpg,aureus,Original
data/img_processed/color_pulcher_regnum_5161609d.jpg,aureus,Original
data/img_processed/virtus_formosus_constantia_4f66dc25.jpg,aureus,Original
data/img_processed/pluvia_regnum_altus_15bdad9f.jpg,aureus,Original
data/img_processed/verbum_fortuna_imber_76bba6ca.jpg,aureus,Original
data/img_processed/clarus_claritas_iustitia_1f3141d9.jpg,aureus,Original
data/img_processed/flos_statera_fides_b3c98ba4.jpg,aureus,Original
data/img_processed/ratio_gravis_celeritas_3351695a.jpg,aureus,Original
data/img_processed/fortis_clarus_verus_27cc81ae.jpg,aureus,Original
data/img_processed/oratio_virtus_clarus_301669a5.jpg,aureus,Original
data/img_processed/pulcher_virtus_tempus_4b3e44d4.jpg,aureus,Original
data/img_processed/fortitudo_caligo_corpus_2c2cd9aa.jpg,aureus,Original
data/img_processed/nobilitas_verbum_claritas_df0c3212.jpg,aureus,Original
data/img_processed/gravis_veritas_figura_cb204cf0.jpg,aureus,Original
data/img_processed/libertas_luna_sapientia_37829fb5.jpg,aureus,Original
data/img_processed/salus_prudentia_labor_edf133fb.jpg,aureus,Original
data/img_processed/nix_meritum_pulcher_bd4feda3.jpg,aureus,Original
data/img_processed/ignobilis_claritas_furor_e83ee0b5.jpg,aureus,Original
data/img_processed/bellum_prudentia_fortuna_b4fa94c0.jpg,aureus,Original
data/img_processed/flamma_gravis_mors_6e962d1c.jpg,aureus,Original
data/img_processed/tempestas_furor_virtus_ba434ffc.jpg,aureus,Original
data/img_processed/gemma_terra_labor_468b3dd4.jpg,aureus,Original
data/img_processed/salus_amicitia_vigor_b49ae6ce.jpg,aureus,Original
data/img_processed/arbor_labor_corpus_9e4e719f.jpg,aureus,Original
data/img_processed/libertas_ignis_nobilitas_5b0aac53.jpg,aureus,Original
data/img_processed/color_clarus_arbor_be39b0e0.jpg,aureus,Original
data/img_processed/nubes_fulgor_scientia_6dabb7ee.jpg,aureus,Original
data/img_processed/claritas_fortis_concordia_965533dd.jpg,aureus,Original
data/img_processed/spes_stella_audacia_80de2b51.jpg,aureus,Original
data/img_processed/triumphus_furor_caelum_bbae3002.jpg,aureus,Original
data/img_processed/sonus_fulgor_constantia_6eadf28b.jpg,aureus,Original
data/img_processed/oratio_fortis_decorus_bb96b16b.jpg,aureus,Original
data/img_processed/anima_caligo_fama_2941e0aa.jpg,aureus,Original
data/img_processed/fortuna_fortitudo_cor_47205ca5.jpg,aureus,Original
data/img_processed/cantus_aura_terra_a8f6cff3.jpg,aureus,Original
data/img_processed/honestas_memoria_amicitia_a869107e.jpg,aureus,Original
data/img_processed/imago_vigor_arbor_1bebd367.jpg,aureus,Original
data/img_processed/fulgor_tempus_gravis_e696b994.jpg,aureus,Original
data/img_processed/altus_sensus_furor_10387dbb.jpg,aureus,Original
data/img_processed/sapientia_imago_decorus_ab835e45.jpg,aureus,Original
data/img_processed/verus_voluptas_clarus_525f510b.jpg,aureus,Original
data/img_processed/veritas_nubes_ars_b3b340a6.jpg,aureus,Original
data/img_processed/figura_benignus_fortuna_ad3bfe13.jpg,aureus,Original
data/img_processed/formosus_mens_pluvia_a546ce44.jpg,aureus,Original
data/img_processed/terra_victoria_sol_93fc0480.jpg,aureus,Original
data/img_processed/spiritus_constantia_ignis_1cb97214.jpg,aureus,Original
data/img_processed/prudentia_ars_ventus_bca37cb6.jpg,aureus,Original
data/img_processed/pulcher_gemma_anima_ce42b59b.jpg,aureus,Original
data/img_processed/caelum_lex_fulgor_38001ede.jpg,aureus,Original
data/img_processed/formosus_scientia_constantia_063efed8.jpg,aureus,Original
data/img_processed/luna_nubes_verbum_a89d9055.jpg,aureus,Original
data/img_processed/gloria_veritas_voluptas_087521b3.jpg,aureus,Original
data/img_processed/triumphus_furor_lex_e7961c8e.jpg,aureus,Original
data/img_processed/corpus_fulgor_ignobilis_d2e57a6c.jpg,aureus,Original
data/img_processed/voluptas_fortitudo_vigor_9844d4a3.jpg,aureus,Original
data/img_processed/virtus_victoria_imago_7c8b04c6.jpg,aureus,Original
data/img_processed/flamma_honestas_clarus_950c4b8d.jpg,aureus,Original
data/img_processed/mors_aqua_ignis_9f56669d.jpg,aureus,Original
data/img_processed/fortitudo_audacia_amicitia_7f8e8e67.jpg,aureus,Original
data/img_processed/meritum_ars_fortuna_e8a73cd9.jpg,aureus,Original
data/img_processed/vita_gemma_formosus_91dbcafc.jpg,aureus,Original
data/img_processed/gloria_ratio_levis_a11578b6.jpg,aureus,Original
data/img_processed/lux_formosus_benignus_2e8ba925.jpg,aureus,Original
data/img_processed/color_dexteritas_audacia_6882534e.jpg,aureus,Original
data/img_processed/levis_vita_statera_73abf876.jpg,aureus,Original
data/img_processed/fortuna_mens_serenus_a50e62fc.jpg,aureus,Original
data/img_processed/ignis_gravis_chorus_9386c767.jpg,aureus,Original
data/img_processed/probitas_mens_benignus_b23e1c10.jpg,aureus,Original
data/img_processed/imber_sapientia_spiritus_cf1df69d.jpg,aureus,Original
data/img_processed/sonus_fortuna_fulgor_07169025.jpg,aureus,Original
data/img_processed/voluntas_triumphus_meritum_cf1b424e.jpg,aureus,Original
data/img_processed/ars_virtus_iustitia_2e0b0996.jpg,aureus,Original
data/img_processed/lex_anima_regnum_5284f408.jpg,aureus,Original
data/img_processed/ars_gravis_statera_a8db4815.jpg,aureus,Original
data/img_processed/dexteritas_figura_altus_5f0330b6.jpg,aureus,Original
data/img_processed/flamma_flos_victoria_697419e1.jpg,aureus,Original
data/img_processed/prudentia_cor_voluptas_0fc243cf.jpg,aureus,Original
data/img_processed/decorus_vita_natura_17888c9b.jpg,aureus,Original
data/img_processed/mens_natura_sonus_7d2553df.jpg,aureus,Original
data/img_processed/levis_dexteritas_anima_8493d6c2.jpg,aureus,Original
data/img_processed/furor_amor_figura_9d4484c2.jpg,aureus,Original
data/img_processed/dexteritas_mens_libertas_5f55f4c0.jpg,aureus,Original
data/img_processed/lux_color_tempus_a297f33b.jpg,aureus,Original
data/img_processed/formosus_caligo_gravis_9737ea6e.jpg,aureus,Original
data/img_processed/memoria_vigor_fulgor_6e2240ea.jpg,aureus,Original
data/img_processed/scientia_fortitudo_meritum_8ccd4cd5.jpg,aureus,Original
data/img_processed/constantia_gloria_concordia_24888a93.jpg,aureus,Original
data/img_processed/imber_probitas_levis_082548d5.jpg,aureus,Original
data/img_processed/aura_imber_claritas_1a687d41.jpg,aureus,Original
data/img_processed/tempus_libertas_ignis_4f6cbcec.jpg,aureus,Original
data/img_processed/mens_amor_verus_ea9175d6.jpg,aureus,Original
data/img_processed/veritas_lex_caligo_5a70c5ec.jpg,aureus,Original
data/img_processed/aqua_levis_corpus_09e99624.jpg,aureus,Original
data/img_processed/aer_luna_imber_eda8dda2.jpg,aureus,Original
data/img_processed/caligo_figura_libertas_c5ba8eeb.jpg,aureus,Original
data/img_processed/corpus_celeritas_decorus_f9cef8e4.jpg,roman,Original
data/img_processed/concordia_ignobilis_altus_18b60b45.jpg,roman,Original
data/img_processed/aer_tempus_verbum_250d7507.jpg,roman,Original
data/img_processed/lex_stella_regnum_2b4c40ad.jpg,roman,Original
data/img_processed/figura_color_gravis_a9e6a0d8.jpg,roman,Original
data/img_processed/memoria_imber_ordo_9faaaf13.jpg,roman,Original
data/img_processed/tempestas_veritas_gravis_6c02f8b8.jpg,roman,Original
data/img_processed/natura_flos_vigor_a116b4bf.jpg,roman,Original
data/img_processed/corpus_anima_dexteritas_2de70409.jpg,roman,Original
data/img_processed/color_sonus_imber_dbedbdca.jpg,roman,Original
data/img_processed/ars_figura_fides_42994fef.jpg,roman,Original
data/img_processed/altus_color_herba_4ee4a47f.jpg,roman,Original
data/img_processed/imber_figura_mors_ed8725c5.jpg,roman,Original
data/img_processed/celeritas_fides_meritum_cff24324.jpg,roman,Original
data/img_processed/ordo_veritas_flos_c5fe3154.jpg,roman,Original
data/img_processed/voluntas_flos_sensus_01653460.jpg,roman,Original
data/img_processed/ventus_voluptas_celeritas_034eed7e.jpg,roman,Original
data/img_processed/honor_ordo_ars_3db56a15.jpg,roman,Original
data/img_processed/nubes_ordo_ars_111e7a59.jpg,roman,Original
data/img_processed/dexteritas_sol_pax_67d5c194.jpg,roman,Original
data/img_processed/terra_voluptas_tempus_0cf250c9.jpg,roman,Original
data/img_processed/fortitudo_imber_pax_9afe0cf6.jpg,roman,Original
data/img_processed/nubes_dexteritas_altus_f6174d0b.jpg,roman,Original
data/img_processed/fortuna_color_ars_5759f3ee.jpg,roman,Original
data/img_processed/meritum_ratio_flos_3822845d.jpg,roman,Original
data/img_processed/concordia_corpus_amor_cb27c629.jpg,roman,Original
data/img_processed/sol_terra_fortitudo_7799dfd8.jpg,roman,Original
data/img_processed/aura_amor_color_772827e7.jpg,roman,Original
data/img_processed/sapientia_gemma_bellum_182525bf.jpg,roman,Original
data/img_processed/caligo_honor_fama_06c71cd3.jpg,roman,Original
data/img_processed/anima_salus_sol_4028c5a5.jpg,roman,Original
data/img_processed/color_cor_sonus_ec5f5982.jpg,roman,Original
data/img_processed/triumphus_amicitia_spiritus_3071abc6.jpg,roman,Original
data/img_processed/fortitudo_aer_corpus_f80f076a.jpg,roman,Original
data/img_processed/corpus_aer_tempus_af5bf99d.jpg,roman,Original
data/img_processed/arbor_gemma_anima_36bf05f1.jpg,roman,Original
data/img_processed/fortitudo_formosus_constantia_76e24dc1.jpg,roman,Original
data/img_processed/lex_probitas_chorus_d15a13c1.jpg,roman,Original
data/img_processed/dexteritas_levis_statera_defe2cbe.jpg,roman,Original
data/img_processed/anima_bellum_oratio_f5655878.jpg,roman,Original
data/img_processed/lux_flos_victoria_101fcf91.jpg,roman,Original
data/img_processed/libertas_honestas_figura_52c2da54.jpg,roman,Original
data/img_processed/spiritus_verbum_constantia_255413ba.jpg,roman,Original
data/img_processed/altus_ratio_fulgor_e0254d18.jpg,roman,Original
data/img_processed/gravis_gloria_pulcher_b2dbec2d.jpg,roman,Original
data/img_processed/amicitia_serenus_tempus_da00b171.jpg,roman,Original
data/img_processed/concordia_lux_tempestas_0bc656a5.jpg,roman,Original
data/img_processed/ignis_serenus_meritum_f04b55db.jpg,roman,Original
data/img_processed/lex_amicitia_flamma_f08e1d4d.jpg,roman,Original
data/img_processed/ignis_aura_meritum_7d31f5c5.jpg,roman,Original
data/img_processed/lex_dignitas_aura_2fa30d55.jpg,roman,Original
data/img_processed/gloria_vita_amicitia_8d25279f.jpg,roman,Original
data/img_processed/ventus_fulgor_verbum_c5261e2f.jpg,roman,Original
data/img_processed/imber_color_ars_0f3bb56c.jpg,roman,Original
data/img_processed/formosus_lux_luna_25a7ac35.jpg,roman,Original
data/img_processed/mors_voluntas_clarus_01fe6a07.jpg,roman,Original
data/img_processed/fides_flamma_prudentia_39ec9c31.jpg,roman,Original
data/img_processed/sol_cor_ignobilis_9f75ae40.jpg,roman,Original
data/img_processed/vita_tempestas_labor_439feae8.jpg,roman,Original
data/img_processed/ventus_sensus_fides_371edcf5.jpg,roman,Original
data/img_processed/bellum_nobilitas_anima_8dd91bf6.jpg,roman,Original
data/img_processed/dexteritas_prudentia_honestas_307661f9.jpg,roman,Original
data/img_processed/gloria_imago_salus_dbed2397.jpg,roman,Original
data/img_processed/nobilitas_sonus_pluvia_2abc161c.jpg,roman,Original
data/img_processed/aqua_fortitudo_clarus_b7aab375.jpg,roman,Original
data/img_processed/ignobilis_tempus_vita_4333e8ef.jpg,roman,Original
data/img_processed/ratio_tempus_labor_bec6f4be.jpg,roman,Original
data/img_processed/vigor_triumphus_dexteritas_42e6ee2f.jpg,roman,Original
data/img_processed/vigor_ignobilis_labor_30ec7a07.jpg,roman,Original
data/img_processed/stella_meritum_imber_79cbfd27.jpg,roman,Original
data/img_processed/anima_constantia_sapor_8a0e925d.jpg,roman,Original
data/img_processed/claritas_figura_luna_f7aafec5.jpg,roman,Original
data/img_processed/fortitudo_ignobilis_arbor_ad63ef2a.jpg,roman,Original
data/img_processed/ventus_umbra_cantus_a7cebd48.jpg,roman,Original
data/img_processed/lex_celeritas_ordo_5c97d6e5.jpg,roman,Original
data/img_processed/sonus_victoria_tempestas_da613015.jpg,roman,Original
data/img_processed/sapor_amicitia_constantia_8563b2df.jpg,roman,Original
data/img_processed/amicitia_probitas_honor_1da65539.jpg,roman,Original
data/img_processed/constantia_herba_cantus_e7bac683.jpg,roman,Original
data/img_processed/fides_virtus_amicitia_9175d363.jpg,roman,Original
data/img_processed/natura_gravis_pax_757950cf.jpg,roman,Original
data/img_processed/labor_meritum_umbra_6d42d74f.jpg,roman,Original
data/img_processed/herba_fides_natura_507b90e9.jpg,roman,Original
data/img_processed/clarus_sonus_ignis_c4fd1d8d.jpg,roman,Original
data/img_processed/natura_iustitia_lux_cbe37d42.jpg,roman,Original
data/img_processed/ratio_fides_nubes_ce43f558.jpg,roman,Original
data/img_processed/fortitudo_voluntas_aura_6813d62b.jpg,roman,Original
data/img_processed/lex_prudentia_pluvia_f0505a9f.jpg,roman,Original
data/img_processed/caelum_oratio_arbor_3eda6e92.jpg,roman,Original
data/img_processed/amicitia_fides_ars_00e9ff59.jpg,roman,Original
data/img_processed/fides_nubes_triumphus_75d3c5f4.jpg,roman,Original
data/img_processed/audacia_verbum_clarus_af152c3a.jpg,roman,Original
data/img_processed/prudentia_ventus_chorus_66dabe8e.jpg,roman,Original
data/img_processed/gloria_luna_nix_c27d05a4.jpg,roman,Original
data/img_processed/nix_mors_dignitas_bdf5fa58.jpg,roman,Original
data/img_processed/celeritas_gemma_serenus_78ef6d50.jpg,roman,Original
data/img_processed/tempestas_ventus_sensus_80d96764.jpg,roman,Original
data/img_processed/gemma_probitas_dignitas_a90078c3.jpg,roman,Original
data/img_processed/meritum_gemma_arbor_d56351da.jpg,roman,Original
data/img_processed/celeritas_sapor_mens_ece7c4d7.jpg,roman,Original
data/img_processed/vita_oratio_victoria_97a5a76c.jpg,roman,Original
data/img_processed/memoria_ignis_pulcher_860c8e4f.jpg,roman,Original
data/img_processed/gemma_flamma_probitas_e8b7a540.jpg,roman,Original
data/img_processed/terra_regnum_sonus_673af8ff.jpg,roman,Original
data/img_processed/pulcher_figura_triumphus_b177a0e4.jpg,roman,Original
data/img_processed/audacia_bellum_claritas_bc33ca1f.jpg,roman,Original
data/img_processed/audacia_claritas_mors_734d7d4f.jpg,roman,Original
data/img_processed/memoria_oratio_umbra_2dcb07a2.jpg,roman,Original
data/img_processed/meritum_amor_ordo_7fbd9f1e.jpg,roman,Original
data/img_processed/color_lux_gemma_1c5dbdac.jpg,roman,Original
data/img_processed/sol_umbra_natura_e2e75055.jpg,roman,Original
data/img_processed/gemma_altus_salus_b38201db.jpg,roman,Original
data/img_processed/flamma_arbor_sapor_f3d8b912.jpg,roman,Original
data/img_processed/veritas_scientia_sapor_0eab1e93.jpg,roman,Original
data/img_processed/furor_regnum_dignitas_6f2eccec.jpg,roman,Original
data/img_processed/voluntas_corpus_nix_89c7d485.jpg,roman,Original
data/img_processed/natura_amicitia_honor_d8e73d58.jpg,roman,Original
data/img_processed/furor_celeritas_scientia_5f2fdb1a.jpg,roman,Original
data/img_processed/meritum_tempus_flamma_7f9d1dea.jpg,roman,Original
data/img_processed/spiritus_ignobilis_caligo_78fa3790.jpg,roman,Original
data/img_processed/verus_probitas_mors_879db88f.jpg,roman,Original
data/img_processed/mors_sonus_statera_9d81430c.jpg,roman,Original
data/img_processed/clarus_gloria_chorus_09e98a8a.jpg,roman,Original
data/img_processed/lex_tempus_regnum_f6f2cc0b.jpg,roman,Original
data/img_processed/ignobilis_nix_serenus_57e9e190.jpg,roman,Original
data/img_processed/claritas_vigor_triumphus_d1758df4.jpg,roman,Original
data/img_processed/verus_triumphus_pulcher_b61cf9ce.jpg,roman,Original
